|1|CAUSE|1|COULD NOT FIND TEXT
3352016002|1|CAUSE|1|     FACTURE  B AB ISV A585 YES 14.    q YES (If yes, complete 15.   ) • 0 NO 15.       ABSTRACT (   On August 5, 2016, during Unit 1 restart following a maintenance outage, operators observed excessive seat leakage past a Reactor Coolant System (RCS) pressure isolation check valve. The flow path was promptly identified and isolated. A leak test was planned and performed at higher RCS pressure to quantify the leakage. The seat leak test at normal operating pressure was halted when an appropriate differential pressure was not achieved for testing. As a result, V3217, Safety Injection Loop 1A2 Check Valve, was declared inoperable, and Unit 1' was placed in Mode 5 COLD SHUTDOWN to complete repairs. The leakage past V3217 was caused by inadequate maintenance practices and procedures that did not ensure V3217 was within acceptable tolerances and correctly assembled in 2013. Cofrective actions inclUde revisions to procedures for check valve maintenance, check valve trending and check valve preventive maintenance. This event is reportable pursuant to.10 CFR 50.73(a)(2)(i)(B) as a condition prohibited by Technical Specifications. Since this condition was identified with Unit 1 in HOT STANDBY prior to reactor startup, the leaking check valve had no direct nuclear safety significance or impact to the environment. This event had no effect on the health and safety of the public. NCR  366 (06-2016)    APPROVED BY OMB: NO. 3150-0104 EXPIRES: 10/31/2018 Estimated burden per response to comply with this mandatory collection request 80 hours. Reported lessons learned are incorporated into the licensing process and fed back to industry. Send comments regarding burden estimate to the FOIA, Privacy and Information Collections Branch (T-5 F53), U.S. Nuclear Regulatory Commission, Washington, DC 20555-0001, or by e-mail to Infocollects.Resource@nrc.gov, and to the Desk Officer, Office of Information and Regulatory Affairs, NEOB-10202, (3150-0104), Office of Management and Budget Washington, DC 20503. If a means used to impose an information collection does not display a currently valid OMB control number, the NRC may not conduc or sponsor, and a person is not required to respond to,the information collection.
3352016003|1|CAUSE|1|     FACTURE  B EL 86 G080 YES 14.    YES (If yes, complete 15.   ) NO 15.       ABSTRACT (   On August 21, 2016, during Unit 1 restart following a maintenance outage, an unexpected actuation of the Main Generator Inadvertent Energization Lockout Relay caused the main generator to trip, resulting in an automatic reactor trip. The generator lockout prevented the automatic transfer of station auxiliaries to the available startup transformer power, requiring the emergency diesel generators to start and power the safety related buses. Reactor coolant pumps normally powered through the non-safety buses were deenergized, and decay heat removal was via natural circulation and Auxiliary Feed water. The lockout relay actuation was caused by a latent error introduced during a 2013 design modification where the maintenance configuration control procedure did not prevent a wire from being inadvertently removed from the circuit. 
3412016001|1|CAUSE|1|    A    X IT CON A380 Y N/A N/A N/A N/A N/A 14.    YES (If yes, complete 15.   ) ,/ NO 15.       ABSTRACT (   At 1514 EST on January 6, 2016, while operating at 100 percent Reactor Thermal Power (RTP), the East and West Turbine Bypass Valves (TBV) automatically opened as expected for 3 minutes and 32 seconds in response to the number one High Pressure Turbine Stop Valve (TSV) drifting from full open to 25 percent open due to an actuator malfunction. Per Technical Specification (TS) Bases 3.3.1.1, TBVs must remain shut while RTP is at or above 29.5 percent to consider all channels of the TSV closure and Turbine Control Valve (TCV) fast closure Reactor Protection System (RPS) functions operable. Reactor Operators lowered RTP to 91.0 percent and at 1518 EST the TBV automatically closed and the TSV closure and TCV fast closure RPS functions were no longer considered inoperable. TS 3.3.1.1 requires that the TSV closure and TCV fast closure RPS functions be operable at or above 29.5 percent RTP. In this event, during the period of time while TBVs were open, reactor power was maintained above 91 percent and the RPS functions were confirmed to be enabled. The actuator malfunction was caused by faulty connectors within the actuator. The faulty connectors were replaced.
3412016002|1|CAUSE|1|         NO 14.    I-1 YES (If yes, complete 15.   ) r-7 15.       ABSTRACT (   On January 22, 2016, at 1923 EST, both divisions of the Residual Heat Removal (RHR) system were declared inoperable for the Low Pressure Coolant Injection (LPCI) mode of operation due to a failure of the division 1 LPCI outboard injection motor operated valve (MOV), El 1 50F017A. While performing the division 1 RHR pump and valve operability surveillance test, E1150F017A closed properly but failed to open during its required stroke time test. With this valve closed and unable to automatically open, LPCI injection into the Reactor Pressure Vessel (RPV) from both divisions of RHR would be prevented if the LPCI loop select logic selected the division 1 recirculation loop for injection; therefore, this failure rendered both divisions of RHR inoperable for the LPCI function. Technical Specification limiting condition for operation (LCO) 3.5.1, Condition K, was entered, which requires immediate entry into LCO 3.0.3. The cause of the failure was subsequently identified as a foreign material (screw) that affected the function of the MOV contactor. The root cause was determined to be less than adequate inspection procedures and susceptibility of the contactor to foreign material. Inspection of all other susceptible equipment is ongoing to tighten loose screws and a modification is planned to install Foreign Material Exclusion (FME) barriers.
3412016005|1|CAUSE|1|       N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 14.    YES (If yes, complete 15.   ) ,/ NO 15.       ABSTRACT (   On August 2, 2016, at 1015 EDT, while restoring the east train of Reactor Building Heating Ventilation and Air Conditioning (RBHVAC) after a surveillance test on Division 2 Standby Gas Treatment System (SGTS), the Technical Specification (TS) for the Secondary Containment (SC) pressure boundary was not met for approximately 1 second. The maximum SC pressure observed was approximately 0.120 inches of vacuum water column. The TS requirement is to maintain SC vacuum greater than or equal to 0.125 inches of vacuum water column for SC operability. All plant equipment responded as required to the changing conditions and RBHVAC and SGTS already in operation returned the SC pressure to within the TS limits; therefore, the ing Condition for Operation was met. There were no safety consequences or radiological releases associated with this event. The cause of this momentary loss of SC was determined to be the combined effect of the RBHVAC startup sequence with high winds outside the Reactor Building (RB). For 
3412016006|1|CAUSE|1|       N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 14.    YES (If yes, complete 15.   ) ,/ NO 15.       ABSTRACT (   At 1629 EDT on August 25, 2016, it was determined that an inadequate interpretation of Fermi 2 Technical Specification (TS) 3.7.2 was being utilized. For an Ultimate Heat Sink (UHS) divisional reservoir to be operable, two Mechanical Draft Cooling Tower (MDCT) fans in that division are required to be operable. The MDCT fans have a brake system to prevent fan overspeed during a tornado. Fermi 2 procedures had directed personnel to declare the MDCT fans and UHS reservoir inoperable due to nonfunctionality of the brake system only if a tornado watch or warning was in effect for the area near Fermi 2. The correct interpretation of TS 3.7.2 would be to declare the MDCT fans and UHS reservoir inoperable any time the brake system was nonfunctional. Following discovery of the inadequate interpretation of TS, a review of the brake system for the past three years was performed. The review identified 15 occurrences where the brake system was nonfunctional and should have resulted in entry to TS 3.7.2. These 15 occurrences resulted in operations or conditions prohibited by TS since TS Required Actions were not completed within their Completion Times. In addition, 5 of the 15 were also instances where the plant configuration was such that it could have prevented the fulfillment of the safety function of structures or systems. Finally, 4 of the 15 were instances where the plant was in an unanalyzed condition. There were no radiological releases associated with this event. There was no credible threat of a tornado during any of the 15 occurrences. The safety significance was determined to be very low. The cause of the event was an incorrect proceduralized TS interpretation. s were taken to revise the procedure.
3412016009|1|CAUSE|1|    ,,     X EK XPT (3080 Y N/A N/A N/A N/A N/A 14.    YES (If yes, complete 15.   ) / NO 15.       ABSTRACT (   At 1644 EDT on April 24, 2016, while operating at 100 percent Reactor Thermal Power, the potential transformer (PT) primary fuses on I3us 64C were found blown, resulting in half of the Loss of Power (LOP) instrumentation relays tripping on Bus 64C. Initially, the LOP instrumentation was incorrectly considered OPERABLE; however, later reviews of the condition determined that the LOP instrumentation was inoperable. Later reviews also concluded that the Division 1 Alternating Current (AC) Source was inoperable from 1644 to 1920 on April 24, 2016, and the Division 1 Emergency Diesel Generator (EDG) 12 was inoperable starting at 1644 on April 24, 2016, until it was restored at 1818 on May 8, 2016, during a Forced Outage following replacement of the blown PT fuses. On six occasions from April 26-30, 2016, Division 2 EDGs 13 and/or 14 were inoperable for planned surveillances. Therefore, this is an event or condition that could have prevented the fulfillment of a safety function to remove residual heat and mitigate the consequences of an accident. Furthermore, failure to enter applicable ing Conditions for Operation resulted in a condition prohibited by Technical 'Specifications. The cause of the event was concluded to be a low energy transient event resulting in the blown PT primary fuses. The incorrect initial operability determination was caused by Operators being unfamiliar with this equipment condition. Operators completed a Department Event Free Day Reset and Event Review and will receive additional training on this condition.
3412016011|1|CAUSE|1|        B BR V R340 Y N/A N/A N/A N/A N/A 14.    YES (If yes, complete 15.   ) / NO 15.       ABSTRACT (   On October 28, 2016, at 1500 EDT, Fermi 2 Operators declared both subsystems of Standby Liquid Control (SLC) inoperable due to the sodium pentaborate concentration in the SLC storage tank being outside of the Technical Specification (TS) requirements. The sodium pentaborate concentration had been measured in response to the receipt of the SLC storage tank high level alarm. The demineralized water isolation valves that could cause a dilution of the tank were verified to be closed. Actions were initiated to add sodium pentaborate to the SLC storage tank to raise the concentration. SLC was declared operable at 1935 EDT following a measurement that verified that sodium pentaborate concentration had been restored to within the TS requirements. The cause of the event was determined to be leak-by of the demineralized water isolation valves that had caused an increase in SLC storage tank level and, therefore, a decrease in sodium pentaborate concentration. The leak-by had been occurring for some time and had gone undetected. The cause of the leak-by not being detected was determined to be inadequate system monitoring. 
3412016012|1|CAUSE|1|    ----ar     N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 14.    YES (If yes, complete 15.   ) ,/ NO 15.       ABSTRACT (   On November 2, 2016, a non-conservatism in the current Fermi 2 design and licensing basis of the control rod drop accident (CRDA) was identified. The current analysis assumes that the fission products released as a result of a CRDA are transported to the condenser and then released from there. An unanalyzed condition was identified where a forced release from the Gland Seal Exhausters (GSEs) could occur which would exceed dose limits in 10 CFR 100.11 and Standard Review Plan 6.4 when operating at low reactor power conditions. The postulated fuel damage and associated release is only credible for low power conditions of less than 10% power. Fermi 2 was at 97% power at the time of discovery and, therefore, the condition did not exist. I lowever, a review of past operating conditions identified five instances in the past three years where Fermi 2 operated at less than 10% power. Based on a subsequent engineering analysis, for each of those five instances, plant conditions and available equipment were such that dose limits would have been met even if a postulated CRDA had occurred during those times; therefore, there was no adverse impact to public health and safety or to plant employees. There were no radiological releases. The cause of the event was that the original design and licensing basis analysis of the CRDA did not evaluate the direct release of steam from the GSEs, and, therefore, the plant was not designed to mitigate the potential consequences associated with that release path. For 
3462016001|1|CAUSE|1|       14.    - • YES (If yes, complete 15.   ) • NO 15.       ABSTRACT (   ' On January 29, 2016 at 1322 hours, with the Davis-Besse Nuclear Power Station operating at approximately 100 percent power, an automatic reactor trip occurred due to the actuation of the Reactor Protection System (RPS). Nuclear Instrumentation calibration for RPS Channel 2 was in progress. RPS Channel 2 was in bypass and Channel 1 was inoperable/tripped due to an existing Reactor Coolant System (RCS) temperature element (RTD) issue. A fuse failure in an input to RPS Channel 4 caused RPS Channel 4 trip on Flux/Delta-Flux/Flow, resulting in the reactor trip. Post trip, the Steam Feed water Rupture Control System (SFRCS) actuated due to high Steam Generator (SG) 1 level, initiating the Auxiliary Feed water (AFW) System. The cause of the SFRCS actuation was an improper response by the Integrated Control System (ICS) after the reactor trip. ICS Rapid Feed water Reduction. (RFR) circuit did not actuate and the ICS SG/Reactor Demand Hand/Auto Station transferred from automatic control to manual. 
3462016002|1|CAUSE|1|The direct cause of the event was insufficient pressure in the piping upstream of the MFW to SG 1 Check valve (FW147), resulting in the SFRCS Actuation. When MFW to SG 1 Isolation Valve (FW612) was opening, the downstream SG pressure of approximately 870 pounds per square inch gauge (psig) was immediately applied to the downstream side of MFW to SG 1 Check Valve (FW147), developing greater than 125 pounds per square inch differential (psid) reverse DP, thus causing the SFRCS SG 1 High Reverse DP trip. The unexpected SFRCS SG 1 High Reverse D/P trip resulted in the reclosure of affected valves, including the MFW Isolation Valves, as designed. The AFW Pumps remained in operation, as expected. The MDFP remained operating aligned to the MFW Header and continued to pressurize the piping between the FW Heaters up to the MFW Isolation Valves. The apparent cause of the event is that less than adequate procedural guidance is contained in procedure DB-OP-06910, Trip Recovery. The guidance in this procedure was inadequate to ensure that the MFW piping segment between MFW Bypass Throttle Valve (FW139) and MFW to SG 1 Isolation Valve (FW612) was sufficiently pressurized prior to opening MFW to SG 1 Isolation Valve (FW612).. ANALYSIS The SFRCS is a protection system required to actuate AFW to the SG's to remove reactor decay heat during periods when normal feed water supply has been lost and/or upon loss of power to the RCP motors. Crossover piping exists that may be used to direct feed water from either AFW source to either SG. The SFRCS also functions to isolate steam and main feed water lines to mitigate overcooling events caused by steam depressurization: At the time of the event, the AFW System was operating and feeding the Steam Generators. The unit remained in Mode 3 and stable. This actuation did not have any negative impact to the AFW system and the ability to feed the steam generators. A bounding quantitative evaluation of risk impact was performed, using best available information, which estimated the delta Core Damage Frequency (CDF) to be 4.9E-07/yr. Based on this analysis, this event is considered to have a very low safety significance. Reportability Discussion: The Auxiliary Feed water System by the SFRCS on a valid reverse differential pressure is reportable within 8 hours of the event in accordance with 10 CFR 50.72(b)(3)(iv)(A). This notification was completed at 07:32 on January 30, 2016 (Event Number 51702). The receipt of an actuation signal of the Auxiliary Feed water System and the actuation/closure of several main steam system valves is reportable as a Licensee Event Report per 10 CFR 50.73(a)(2)(iv)(A). All safety systems performed as required in response to the event, and no loss of safety function occurred.
3462016003|1|CAUSE|1|: A laboratory failure examination was unable to confirm the pressure boundary leak path, but a partial depth weld solidification crack was observed in the Alloy 625 pressure boundary material at the hose / bellows tube to socket end. A similar through-wall weld solidification crack at the flange to hose / bellows tube pressure boundary weld was likely the source for the boric acid leakage for the RCP 1-1 first stage seal cavity vent line. Therefore, the direct cause of the RCP 1-1, first stage seal cavity vent line pressure boundary leakage was likely a weld solidification crack during manufacture. Each of the other identified failure modes from operation, installation, manufacture, and design were refuted. The DBNPS had three (3) uninstalled spare flexible hose assemblies also supplied in the same batch as the leaking hose for the RCP 1-1 first stage seal cavity vent line. These spare hose assemblies were subsequently bubble tested (30 psig air pressure for 10 minutes) and helium tracer probe leak tested. All three (3) uninstalled spare flexible hose assemblies passed the bubble test, but one (1) failed the helium tracer probe leak test acceptance criteria. Helium tracer probe leak testing of the uninstalled spare hose assemblies permits increased sensitivity for detection of extremely small leaks. Helium tracer probe leak testing was proven an effective barrier that could have mitigated or prevented shipment of the flexible hose assembly with pressure boundary leakage. Therefore, the root cause of the pressure boundary leak path (weld solidification crack) not being detected during manufacture was less than adequate quality control inspection after manufacture of the flexible hose assemblies such that an extremely small pressure boundary defect was not detected by liquid penetrant and hydrostatic testing at 1.5 times design pressure (3750 psig) for 10 minutes. ANALYSIS : Because the RCP first stage seal cavity vent piping is classified, as ASME Section III Class 2 piping, in the event of a postulated failure, per design the reactor can be shut down and cooled down in an orderly manner assuming seal injection is maintained by the Makeup System. The estimated leak rate was well within the capability of the Makeup System's capability. Therefore this event was of very low safety significance. Reportability Discussion: Based on existing precedence, this leak was determined to be reportable per 10 CFR 50.72(b)(3)(ii)(A) as degradation of a principal safety barrier; namely, the RCS, due to the material degradation (weld leak). The NRC was verbally notified of this event at 0014 hours on March 31, 2016, via Event Number 51837. This issue is being reported in accordance with 10 CFR 50.73(a)(2)(ii)(A) as degradation of a principal safety barrier. Additionally, as this is RCS Pressure Boundary leakage and it potentially could have existed with the plant in operation, contrary to TS LCO 3.4.13, which does not allow any Pressure Boundary leakage, this issue is also being reported pursuant to 10 CFR 50.73(a)(2)(i)(B) as operation or condition prohibited by Technical Specifications. No safety functions were lost as a result of this issue and all TS required actions
3462016004|1|CAUSE|1|: While analyzing the cause, it was identified that two Engineering Change Packages (ECPs) were developed and implemented to replace the six dual-element RTDs during the Steam Generator Replacement Project (SGRP) in 2014. One ECP was written to support piping insulation removal and re-installation with a new, more effective insulation; and the second ECP was written to support RTD replacement. During comment resolution of the RTD ECP, the EQ Engineer provided comments and statements pertaining to insulation requirements that were not fully addressed and were not ultimately passed on to the engineer responsible for the piping insulation ECP. Additional individual errors were made during ECP development and work order along with post-implementation walkdown. Basic work practice weaknesses resulted in incorrect design development and implementation of the piping insulation for the RTD thermowells. The direct cause of the RTD conductor wiring insulation degradation was accelerated aging due to high temperatures located at the RTD termination head. This wiring degradation was as a result of improper configuration of piping insulation on the RTD extension stem during the previous outage. The apparent cause of the incorrect piping insulation configuration was due to incorrect and insufficient guidance provided in the piping insulation Engineering Change Package. The cause of the backward installation of the Midlock Ferrules on RTDs TERC3B5 and TERC3A4 is that less than adequate instructions were available to support the successful assembly and installation of the Conax ECSAs. ANALYSIS : The wire insulation degradation on the RC Hot Leg RTD, TERC3B2, resulted in the output temperature indication to deviate in the downward direction and thus it was unable to perform its intended function of providing Channel 1 input to the RPS for a High Temperature Trip or a Pressure/Temperature Trip. The RPS High Temperature Trip provides backup protection for RCS overheating events and is not used as the primary trip function for any accident analysis. The RCS Pressure/Temperature Trip is the primary trip for only a RCS letdown line rupture accident. Since the RPS trips associated with these instruments are high temperature trips and the failure mechanism caused by the insulation damage is a failed low condition, the insulation damage would not have resulted in a plant trip or transient, arid therefore would not cause an initiating event, nor the reactor trips associated with those instruments, for mitigating any accidents or transients. Page 4 of 7
3462016005|1|CAUSE|1|: Operating Procedure DB-OP-06902, Power Operations, provides operating instructions for Main Turbine startup at 18 percent power through full power operation as well as reactor shutdown. Step 4.6.5 of DB-OP-06902 instructs the operator to verify ARTS is enabled prior to reaching 45 percent power. The direct cause for the ARTS Trip Bypass being left in bypass for SFRCS and Main Turbine during startup is the reactor operator failed to fully read and understand procedure DB-OP-06902 step 4.6.5 prior to verifying ARTS enabled at approximately 40 percent power. The operator did not preview/review the task/procedure before performance. The root cause of this event is the operators failed to effectively work as a team to ensure a safety system was in an operable condition prior to the mode of applicability for plant startup. The operators were ineffective in their advocacy to understand why ARTS was in bypass and failed to get a critical review of assumptions they made that plant startup procedures would, at some point, restore ARTS. A contributing cause to this event is some procedures were not developed in accordance with approved processes and did not contain specific guidance for restoration of ARTS after all 'four channels of all parameters were placed in bypass. This was evident in temporary Test Procedure DB-TP-10405, Digital Control Rod Drive System (DCRDCS) Post Installation Testing for ECP 12-0272 as well as other operating procedures. ANALYSIS : With the ARTS channels in bypass, the anticipatory reactor trip signal on a Main Turbine Trip would not have been provided. The reactor trip output function of SFRCS, since it uses the ARTS trip as its means of tripping the reactor, would likewise have been disabled. All of the other features of the SFRCS (e.g., start Auxiliary Feed water Pumps [AB-P], align valves to isolate and/or feed water to the, Steam Generators [AB-SG]) would still have functioned. As stated above, the ARTS, including the SFRCS reactor trip function to ARTS, is 'not credited to mitigate the consequences of any UFSAR accident. The Davis-Besse Probabilistic Risk Assessment (PRA) model does not model ARTS or credit it for tripping the reactor or mitigating any accidents or transients. All of the SFRCS functions which are modeled in the PRA were still available (e.g., start Auxiliary Feed water Pumps, align valves to isolate and/or feed water to the Steam Generators). Other protective systems such as the Reactor Protection System [JC] and the Safety Features Actuation System [JE] were functional, and the Immediate Action for an SFRCS trip indication is for the Control Room Operators to manually trip the reactor. The switch mispositioning occurred while the plant was at a reduced power level of 53 percent and with minimal decay heat in the core, as it occurred during startup from a refueling outage. The plant was in this condition for approximately 54 minutes. Therefore, the bypass of the ARTS channels while above 45 percent reactor power is qualitatively evaluated as having very low safety significance. Page 3 of 5
3462016006|1|CAUSE|1|       14.    q YES (If yes, complete 15.   ) I NO 15.       ABSTRACT (   On June 16, 2016, the Davis-Besse Nuclear Power Station (DBNPS) was in Mode 1'and 100 percent reactor power. At 1137 hours, during review of industry operating experience, an issue was identified for the potential impact of low barometric pressure associated with a tornado on the Emergency Diesel Generators (EDGs). The EDGs are equipped with a crankcase positive pressure trip with a set point of approximately 1 inch of water. It was determined that a design basis tornado could create sufficient low pressure to potentially actuate the crankcase positive pressure trip due to different vent paths between the EDG Room and the EDG crankcase. If the crankcase pressure trip occurs before the EDG starts on an emergency signal due to the tornado, the crankcase pressure trip would cause an EDG lockout. The EDG lockout would then prevent either an EDG normal or emergency start until operators could manually reset the lockout. This condition could potentially affect both EDGs simultaneously. This was an original EDG protective logic circuitry design issue that did not anticipate the interaction between the crankcase pressure trip and the outside atmospheric pressure. 
3462016007|1|CAUSE|1| .    r 1    14.    q YES (If yes, complete 15.   ) NO 15.       ABSTRACT (   The two pressurizer safety valves (PSVs) at the Davis-Besse Nuclear Power Station (DBNPS) were replaced during an outage in Spring, 2016 with tested spares. The removed PSVs were sent to an offsite vendor for testing and refurbishment. In June, 2016 the test results were received showing both PSVs lifted higher than the allowed one percent tolerance above the 2500 psig setpoint (2525 psig) for As-Found testing. Because both valves had As- Found setpoints above the Technical Specifications (TS) allowed value, a past operability evaluation was . performed, which concluded that both valves were inoperable during their time in service. Based on the as-found lift setting pressures (2559 psig and 2554 psig), there was no adverse effect on transients described in the Updated Safety Analysis Report that can produce a Reactor Coolant System (RCS) overpressurization. The cause of this event was due to setpoint drift and narrow allowable setpoint range. Procedures will be revised to establish more restrictive testing requirements. The PSVs were replaced and a TS change will be submitted to provide for current ASME acceptance test criteria for the PSV setpoint. This event is being reported in accordance with 10 CFR 50.73(a)(2)(v)(D) and 10 CFR 50.73(a)(2)(i)(B).
3462016008|1|CAUSE|1|The direct cause for the failure to properly apply TS 3.3.5 was determined to be that the Shift Manager failed to initially recognize that entry conditions for TS LCO 3.3.5 Condition B had been met following a loss of power to SFAS Channel 2. The TS was not reviewed in its entirety and provided peer checks were not performed independently. A contributing cause of the improper application of TS 3.3.5 was determined to be that station personnel failed to use or rigorously implement required processes and procedures involving the conduct of operations, event reporting, operability determination, and regulatory communications and interface. The root cause for the failure to properly apply TS 3.3.5 was determined to be that station management failed to recognize in a timely manner that a normalized deviation in organizational behaviors has occurred surrounding the accountability for.critical performance standards and expectations. Additionally, organizational biases such as maintaining an unrealistic optimism towards an outcome, technical arrogance, overconfidence in knowledge and expertise, and the failure to seek or respond effectively to challenges, have resulted in the tendency to rationalize behaviors. ANALYSIS The BWST Level Transmitters monitor the BWST Level and initiate an SFAS Level 5 signal on BWST Level -Low Low. This output signal provides a passive permissive interlock to allow operators the ability to shift ECCS suction from the BWST to the Emergency Sump by allowing operators to Open the Decay Heat Pump Suction From Emergency Sump Valves and close the associated BWST Isolation Valves. The transfer of suction source from the BWST to the Emergency Sump is a manual transfer. The Probabilistic Risk Analysis (PRA) models failure of the SFAS. Level 5 permissive signal, as well as failure of the valves to be repositioned (or failure of the human action to manually transfer the suction), which could result in the inability of the plant to shift ECCS suction from the BWST to the Emergency Sump. The four-channel SFAS system is a 2-out-of-four circuit, such that any two level instruments which sense a BWST Level — Low Low will actuate the permissive interlock for both trains. With both LT1525A and LT1525B out of service, the SFAS BWST Level — Low Low passive permissive transfer was active (i.e., the valves could be repositioned to shift from the BWST to the Emergency Sump) as indicated by Annunciator 5-3-A, BWST LO-LO LVL XFEREMER SUMP. Since the permissive interlock was met, a failure of this SFAS Level 5 permissive signal is not possible. Having the transfer permissive interlock active while the BWST was still full could permit operators to inadvertently transfer suction from the BWST to the Emergency Sump (violating procedure guidance) before there was adequate volume in the Emergency Sump. Additionally, having the transfer permissive annunciator 5-3-A lit significantly prior to reaching the BWST Level procedurally directing the transfer to the
3462016009|1|CAUSE|1|: The direct cause of the generator lockout and subsequent reactor trip was rain falling through an open roof vent onto the Turbine deck, which migrated into the AVR through one or more of the cabinet's conduit connections. The root causes of the generator lockout and reactor trip were (1) Operations Shift Managers did not advocate adequate and timely compensatory actions to eliminate the risk to generation posed by rain falling onto energized equipment through a stuck open Turbine Building roof vent, and (2) station management failed to recognize the roof vent rain issue as a potential imminent risk to generation. There are fourteen 4-foot by 8-foot smoke and heat vents in the Turbine Building roof, which are designed to automatically open at 165 degrees F due to a fusible link. Manual pull release handles also allow each vent to be opened without disturbing the fusible link. The roof vents had been routinely opened during warm weather to compensate for deficiencies in-the Turbine Building ventilation in order to reduce Turbine Building ambient temperatures. On August 14, 2016, it was identified that four of the roof vents could not be closed, including roof vent number 8 above the AVR. On the evening of August 17, 2016, operators noted water running from the Turbine deck (623 foot elevation) to the floor below (603 foot elevation) following a heavy rain storm due to roof vent 8.  being open. Maintenance personnel inspected the roof vents the following day to identify the necessary repairs, but no accelerated actions were taken beyond the normal work management process to repair the vents. Catch basins were installed below roof vent 8 on August 27, 2016, in attempt to collect the rain water to prevent it from affecting the equipment below. 1. FACILITY NAME Davis-Besse Nuclear Power Station Unit 1 2.   05000 - 346   - 009 3.
